song,label
"Jak co dnia do celu zmierzam własną drogą
Obok mnie ludzie zajęci głównie sobą
Kto mnie zna, wie, że ja mam ambitną duszę
To, co chcę, nieodwołalnie dostać muszę
<EOST>
Nie raz i nie dwa
Życie dało mi popalić
Do dziś nie wiem sam
Co zdołało mnie ocalić
<EOST>
Przyznam, że ciekawość bywa mi kompasem
Zdarza się, że z prostej drogi zboczę czasem
<EOST>
Nie raz nagle tak
Miłość ci zawróci w głowie
I ty jak ta ćma
Skończysz płonąc żywym ogniem
<EOST>
Nie raz i nie dwa
One dały mi popalić
Do dziś nie wiem sam
Co zdołało mnie ocalić
<EOST>
Ja wiem - strach się bać
Sprawy się skomplikowały
Jak mam w boju paść
To za moje ideały
<EOST>
Nie raz, tu i tam
Szczęściem można się udławić
Do dziś nie wiem sam
Co zdołało mnie ocali<EOST>ć",0
"Niezwykła Lady, czy miałabyś ochotę na, na, na 
Roztańczonych nocy smak?
(Powiedz, powiedz, że tak)

Bo nie ma takich diamentów
Które by miały większy blask
Niż niezwykłe oczy twe 
Czy dasz mi je?
Nie ma na świecie tyle złota
Za które by można kupić cię
Niezwykły urok w sobie masz 
Czy coś mi dasz? 

Smakować by się chciało i ciągle mi mało
Tak wiele by się dało za takie ciało
Bo nie ma drugiego takiego wariata
Poleciał bym za tobą na koniec świata

<RBEG>Ref: Niezwykła Lady, czy miałabyś ochotę na, na, na, na, na 
Niezapomnianych dni, roztańczonych nocy smak?
(Powiedz, powiedz, że tak)
Urocza Lady, pocałuj mnie teraz i tu, tu, tu i tu 
Bądź moim Baby, namiętnie tak do mnie mów
(Do mnie, do mnie mów)

Najstarsze wino na świecie
Nie smakuje dobrze tak
Jak przecudne usta twe
Czy dasz mi je?
I gdy mnie dzisiaj zapytacie
Albo ona albo szmal?
Bez wahania biorę ją
Ślicznotkę tą

Smakować by się chciało i ciągle mi mało
Tak wiele by się dało za takie ciało
Bo nie ma drugiego takiego wariata
Poleciał bym za tobą na koniec świata

<RBEG>Ref: Niezwykła Lady, czy miałabyś ochotę na, na, na, na, na 
Niezapomnianych dni, roztańczonych nocy smak?
(Powiedz, powiedz, że tak)
Urocza Lady, pocałuj mnie teraz i tu, tu, tu i tu 
Bądź moim Baby, namiętnie tak do mnie mów
(Do mnie, do mnie mó<REND><REND>w<EOST>)",1
"To lato!
To lato!
To lato!
To lato!

Tak się wszystko zaczyna
Często po kilku dniach
Tylko jedna dziewczyna
Którą widuję w snach
Potem tylko godzinach
Kilka znajomych słów
Może ten ciepły klimat
Pozostań dziś ze mną tu

<RBEG>Ref.:
To lato - jest tylko dla nas
To lato - to Ty i ja
To lato - wyjedźmy zaraz
Dziś złote słońce woła nas
Znów Ty i ja

Nasze myśli są w niebie
Czasem giną wśród gwiazd
Chciałbym tulić wciąż Ciebie
I kochać Cię cały czas

<RBEG>Ref.:
To lato - jest tylko dla nas
To lato - to Ty i ja
To lato - wyjedźmy zaraz
Dziś złote słońce woła nas
Znów Ty i ja (4 <REND><REND>x<EOST>)",1
"Cierpliwie liczysz każdy grosz -
- Niewiele tego masz!...
Przeklinasz w duchu swój los,
Miejsce i czas.
<EOST>
Powtarzasz sobie - mam już dość
I nie chcesz wierzyć już,
Że jutro zmieni się coś,
Zdarzy się cud.
<EOST>
Aż nagle zrywasz się,
Budzisz ze snu,
Zdziwiony widzisz, że
Sam jesteś znów.
Przespałeś tyle lat,
Tak wiele szans,
Zgubiłeś tyle dat,
Straciłeś czas!
<EOST>
Powoli zdajesz się na wiatr,
Bez celu płyniesz w dal,
Sam nie wiesz, czego ci brak,
Czego ci żal?
<EOST>
Ocierasz z czoła trudu ślad,
W milczeniu wolisz trwać
I wielki nudzi cię świat -
- Nie chcesz go znać!
<EOST>
Aż nagle zrywasz się,
Budzisz ze snu,
Zdziwiony widzisz, że
Sam jesteś znów.
Przespałeś tyle lat,
Tak wiele szans,
Zgubiłeś tyle dat,
Straciłeś czas<EOST>!",0
"Odeszło uczucie z nas
Zakłamany świat
Lecz nadal chcę z Tobą być
Piękny był ten czas

<RBEG>Ref.:
Jeszcze znasz to nasze credo
Wczoraj wiatr przypomniał mi Ciebie
Ja i Ty szliśmy tą ulicą
Krzyczałem przez sen
Zostań razem ze mną (2 x)

Wśród innych wyróżniasz się
Nie zapomnę Cię
I może nastanie czas
Z Tobą będę ja

<RBEG>Ref.:
Jeszcze znasz to nasze credo
Wczoraj wiatr przypomniał mi Ciebie
Ja i Ty szliśmy tą ulicą
Krzyczałem przez sen
Zostań razem ze mną (2 <REND><REND>x<EOST>)",1
"Mówią ci: ""powiedz A""
Mówią ci: ""grzeczny bądź""
Mówią ci: ""dwa plus dwa""
Mówią: ""w tej ławce siądź""
Mówią: ""wyprostuj się""
Mówią: ""na kołdrze dłoń""
Mówią: ""zdolny a leń""
Mówią: ""na ramię broń!""

Całe życie, całe życie

Mówią: ""czas zmienić stan""
Mówią: ""ważny jest grosz""
Mówią ci: ""bierz co się da""
Mówią: ""sam siebie znoś""

Całe życie, całe życie
Całe życie, całe życie

Nowe wciąż słowa
Nowe wciąż zdania
Prośby i groźby, powinszowania
Poznajesz uchem kolejne fazy
Wciąż masz przed sobą kierunkowskazy

Mówią: ""ten cały trud""
Mówią: ""to wielki bzdet""
Mówią: ""żyj do lat stu""
Mówią ci: ""powiedz Z""

Całe życie, całe życie
Całe życie, całe życi<EOST>e",0
"1.Nie pytaj jej czy ciągle Cię kocha
Znów nudzisz ją od nowa
Gdy zamknie drzwi dopiero poczujesz
Że bez niej żyć nie zdołasz
I ramię w ramię nie będziesz z nią szedł
nie będziesz z nią szedł bo jak ?
<EOST>
ref. Ona jest na nie
a tobie serce każe ciągle być na tak
I tęsknisz za nią lecz jak dziś z nią być no jak?
No jak? no jak? no jak?
<EOST>
2.I  prosisz ją o kolejną szansę
Znów nudzisz ją od nowa
Twój każdy zmysł dziś każe Ci walczyć
lecz skrywa gdzieś się chowa
 I ust do ust nie przytulisz już bo jak ?
<EOST>
ref.  Ona jest na nie
a tobie serce każe ciągle być na tak
I tęsknisz za nią lecz jak dziś z nią żyć no jak?
No jak? no jak? no jak?
<EOST>
Ona jest na nie
a tobie serce każe ciągle być na tak
I tęsknisz za nią lecz jak dziś z nią żyć no jak?
No jak? no jak? no jak<EOST>?",1
"Gdy jestem sama 
lustro traktuje mnie jak śmieć 
Ulicą rzeka światła rwie, 
która niesie śmierć 

Znów poniedziałek 
jakby nie było innych dni 
Nie wciągną mnie ruchome schody 
na najwyższy szczyt 

<RBEG>Ref. 
Oooooooo 
Bądź lekarstwem mym 
Oooooooo 
Bądź lekarstwem mym 

Można się kochać 
albo tylko grać 
Jeżeli potrzebujesz mnie 
daj mi o tym znać 

Idę do ciebie 
samotności potąd mam 
Jeden szampan aż do rana 
wystarczy nam 

<RBEG>Ref. 
Oooooooo 
Bądź lekarstwem mym 
Oooooooo 
Bądź lekarstwem mym 

Bądź lekarstwem mym 
Bądź lekarstwem mym 

Oooooooo 
Bądź lekarstwem mym 
Oooooooo 
Bądź lekarstwem m<REND><REND>y<EOST>m",0
"Krętych ścieżek życia bieg
Co wybiorą oczy twe?
W zgodzie z sercem, czy nie
Będziesz żyć...
<EOST>
Tyle jest przed tobą dni
Tyle pozostało chwil wspaniałych
Tyle dobrych i złych lat
Rozstań i miłości kwiat nieśmiały
<EOST>
Zatrzymaj się choćby raz
Zobacz, czy ludzi znasz
Nawet tych, którzy są
Blisko tak…
<EOST>
Tyle jest przed tobą dni
Tyle pozostało chwil wspaniałych
Tyle dobrych i złych lat
Rozstań i miłości kwiat nieśmiały
<EOST>
W każdym żyją wilki dobre i złe
Lecz przetrwają te
Które karmić chcesz...
<EOST>
Tyle jest przed tobą dni
Tyle pozostało chwil wspaniałych
Tyle dobrych i złych lat
Rozstań i miłości kwiat nieśmiały
<EOST>
Zatrzymaj się chociaż raz
Spróbuj zrozumieć świa<EOST>t",0
"1.Smutny czas zwariowane chwile muszą skończyć się
smutny czas nim odwrócisz się nie zdążysz powiedzieć nie
nie chcesz już by samotność ogarnęła cię 
nie chcesz już patrzeć jak wszyscy oddalają się

<RBEG>Ref:Jesteś sam naprawdę sam tylko z tobą zostaje twój cień
szara twarz bez moc słów nie wiesz kiedy nadejdzie twój dzień x2

2.Zmęczony wzrok odnajdziesz w lustra szkle
zmęczoną twarz okryje nadziei śmiech
nie pytaj już czy warto wie żyć w coś
nie pytaj już czy przyjdzie nadziei kres

<RBEG>Ref:Jesteś sam naprawdę sam tylko z tobą zostaje twój cień
szara twarz bez moc słów nie wiesz kiedy nadejdzie twój dzień <REND><REND>x<EOST>4",1
"<RBEG>Ref: Znów widzę Cię, czy to mi się śni?
Czy to naprawdę Ty? Czy to deja vu?
Proszę Cię zostań bo Ciebie mi brak
Znowu spotkał swą miłość sprzed lat<REND>
<EOST>
1. To moje serce wciąż Ciebie pożąda
Miłość nie rdza, tak wierna do końca
Mam deja vu jak siedzisz na ławce
Przy parku gdzie ja z Tobą puszczałem latawce
<EOST>
<RBEG>Ref: Znów widzę Cię, czy to mi się śni?
Czy to naprawdę Ty? Czy to deja vu?
Proszę Cię zostań bo Ciebie mi brak
Znowu spotkał swą miłość sprzed lat / x2<REND>
<EOST>
2. Twój uśmiech będzie na zawsze w mej głowie
Mam deja vu, wciąż myślę o Tobie
Nie chcę w to wierzyć, że czas nas już nadszedł
Przyrzekam Ci, że będę Cię kochał na zawsze
<EOST>
<RBEG>Ref: Znów widzę Cię, czy to mi się śni?
Czy to naprawdę Ty? Czy to deja vu?
Proszę Cię zostań bo Ciebie mi brak
Znowu spotkał swą miłość sprzed lat / x2<REND>
<EOST>
<RBEG>Ref: Znów widzę Cię, czy to mi się śni?
Czy to naprawdę Ty? Czy to deja vu?
Proszę Cię zostań bo Ciebie mi brak
Znowu spotkał swą miłość sprzed lat / <REND>x<EOST>2",1
"1. Spotkałem Ciebie całkiem przypadkiem
Jestem nieśmiały, przecież dobrze wiesz
Sto smsów wysyłałem ukradkiem
Już teraz wiem tylko Ciebie chcę

<RBEG>Ref: Ty lubisz kwiaty i zapach wiosny
W ciąż w głowie mam ten uśmiech radosny
Czekam na Ciebie i sam już nie wiem
Czy Ty to widzisz, że kocham Ciebie / x2

2. Spacer po parku i podróż statkiem
Zabiorę Ciebie tam gdzie tylko chcesz
Powiedz co czujesz nawet ukradkiem
Ja też już wiem, przecież kocham Cię

<RBEG>Ref: Ty lubisz kwiaty i zapach wiosny
W ciąż w głowie mam ten uśmiech radosny
Czekam na Ciebie i sam już nie wiem
Czy Ty to widzisz, że kocham Ciebie / x2

<RBEG>Ref: Ty lubisz kwiaty i zapach wiosny
W ciąż w głowie mam ten uśmiech radosny
Czekam na Ciebie i sam już nie wiem
Czy Ty to widzisz, że kocham Ciebie / <REND><REND><REND>x<EOST>2",1
"Aniele mój tak wiele słów dziś chce ci dać
i powiem ci że moje łzy to coś nie tak

Na te miłość nie ma rady ona nie chce ze mną być,
a ja szukam wciąż jej śladów mam już dość nadzieją żyć.
Zadzwoń prosze choć na chwile chce usłyszeć znów twój głos,
chciałbym ci powiedzieć tyle że o tobie myślę wciąż.

Aniele mój tak wiele słów dziś chce ci dać,
i powiem ci że moje łzy to coś nie tak.
Aniele mój ty zostań tu to jakiś znak,
że jeszcze nikt na świecie tym nie kochał tak.

Po co miłość która rani choć nie umiem bez niej żyć,
wciąż oddycham wspomnieniami moich złudzeń pękła nić.
Zadzwoniłaś, powiedziałaś że nie możesz ze mną być,
w Twoim sercu jest ktoś inny mi zostały tylko sny.

Aniele mój tak wiele słów dziś chce ci dać,
i powiem ci że moje łzy to coś nie tak.
Aniele mój ty zostań tu to jakiś znak,
że jeszcze nikt na świecie tym nie kochał tak. x<EOST>2",1
"Był późny wieczór, nie byłem w domu
Czekałem jeszcze, nudziłem się
Ach, może przyjdzie ktoś na małą chwilę
Przecież nie może tak zawieść mnie
Czas płynął wolno, a jej wciąż nie było
Byłem zmartwiony zdarzeniem tym
Czemu nie przyszła, ach co się stało
Wie, że jest przecież pragnieniem mym
<EOST>
<RBEG>Ref.:
Anno, Anno, tylko Ty jesteś mi potrzebna
Cóż mam zrobić, że to Ty nie jesteś mi wierna
Anno, Anno, Tobie ja tylko zaufałem
Lecz się chyba bardzo tak pomylić musiałem<REND>
<EOST>
Drugiego dnia z samego rana
Poszedłem do niej na pieszo sam
Lecz jej nie było, bo pojechała
Wczoraj z chłopakiem daleko tam
Cóż mogłem zrobić w tej sytuacji
Zacisnąć zęby i otrzeć łzy
Wróciłem znowu do swego domu
Ona w pamięci jest dzisiaj mej
<EOST>
<RBEG>Ref.:
Anno, Anno, tylko Ty jesteś mi potrzebna
Cóż mam zrobić, że to Ty nie jesteś mi wierna
Anno, Anno, Tobie ja tylko zaufałem
Lecz się chyba bardzo tak pomylić musiałem (2 <REND>x<EOST>)",1
"1. Jest bardzo bardzo, bardzo cicho,
 Słońce rozpala nagie ciała.
 Morze i niebo ostro lśni,
 Dobrze mi, ach jak dobrze mi.
 Jem słodkie, słodkie winogrona,
 Ty śpisz w moich, moich ramionach.
 Morze i niebo ostro lśni,
 Dobrze mi, ach jak dobrze mi.
<EOST>
<RBEG>Ref: Cykady na Cykladach,
 Cykady na Cykladach.
 W nocy, gdy gwiazdy spadają,
 A dyskoteka gra.<REND>
<EOST>
2. Przez bardzo, bardzo krótką chwilę,
 Dookoła widzę rój motyli.
 Stopy mam takie gorące,
 Gorące w ustach słońce.
 Jem słodkie, słodkie winogrona,
 Ty śpisz w moich, moich ramionach.
 Morze i niebo ostro lśni,
 Dobrze mi, ach jak dobrze mi.
<EOST>
<RBEG>Ref: Cykady na Cykladach,
 Cykady na Cykladach.
 W nocy, gdy gwiazdy spadają,
 A dyskoteka gra.<REND>
<EOST>
<RBEG>Ref: Cykady na Cykladach,
 Cykady na Cykladach.
 W nocy, gdy gwiazdy spadają,
 A dyskoteka gra.<REND>
<EOST>
<RBEG>Ref: Cykady na Cykladach,
 Cykady na Cykladach.
 W nocy, gdy gwiazdy spadają,
 A dyskoteka gr<REND>a<EOST>.",1
"[Dawid Podsiadło]
Nie ma takiej melodii
Nawet nie szukam jej
Gdy wybrałaś mnie ten pierwszy raz
Nie zapomnij
<EOST>
Na dyktafon nagrywam
Wszystkie cisze jak ta
Burzą przeszłaś tu ostatni raz
Nie zapomnę
<EOST>
[Dawid Podsiadło]
Nocą do snu kołysze dźwięk
Nikt nie oddycha obok mnie
Nocą do snu podwozisz mnie
Nie chciałem, ale teraz chcę
<EOST>
[Dawid Podsiadło]
Nieprzypiętej melodii
Słucham witając sen
Zobacz, bledną włosy, garbię się
Lecą krople
<EOST>
[Oskar]
Giną łzy w ciemnym nurcie East River
Łzy to lustro, a odbicie jest w nich krzywe
Myśli wyglądają dziwnie przez ich klisze
Zimno w samotności takie przenikliwe
Kiedy duchy wspomnień proszą przemyśl, milczę
Nagle wpadam w ogień i jak feniks krzyczę
Pytam czemu do mych błędów jest mi bliżej
Niż do treści, które byłem chętny przyrzec
Głosów, których mocniej chcę się pozbyć
Czas nie trawi, nie są skłonne do erozji
Spadających kropel aplauz pamięć wzmocnił
Ja pękam jak tafla, to od ich eksplozji
Skaczę w ciemną toń, nie wytrzymuję torsji
Gdzieś tam od mych modlitw udało się odbić
Nie pamiętam dźwięków, ani ich melodii
Tylko ciszę, jak ta
<EOST>
[Dawid Podsiadło]
Nocą do snu kołysze dźwięk
Nikt nie oddycha obok mnie
Nocą do snu podwozisz mnie
Nie chciałem, ale teraz chc<EOST>ę",0
"Baśka miała fajny biust,
Ania – styl, a Zośka – coś, co lubię.
Ela całowała cudnie,
nawet tuż po swoim ślubie.
Z Kaśką można było konie kraść,
chociaż wiem,
że chciała przeżyć ze mną swój pierwszy raz.
Magda – zło, Jolka mnie
zagłaskałaby na śmierć,
a Agnieszka zdradzała mnie.
<EOST>
Piękne jak okręt
pod pełnymi żaglami,
jak konie w galopie,
jak niebo nad nami.
<EOST>
Karolina – w Hollywood,
z Aśką nigdy nie było tak samo.
Ewelina zimna jak lód,
więc na noc umówiłem się z Alą.
Wszystko mógłbym Izie dać,
tak jak Oli, 
ale one wcale nie chciały brać.
Małgorzata – jeden grzech,
aż onieśmielała mnie,
a Monika była okej.
<EOST>
Piękne jak okręt
pod pełnymi żaglami,
jak konie w galopie,
jak niebo nad nami. (x2<EOST>)",0
"O, Moniko, o, Moniko,
Czemu jesteś taka zła?
Czy wstąpiło w ciebie licho,
Czy też inny powód masz?
Więc dlaczego nic nie mówisz?
W oczach twoich widzę błysk.
Przecież kocham tylko ciebie.
Mą miłością jesteś ty.
Więc dlaczego nic nie mówisz?
W oczach twoich widzę błysk.
Przecież kocham tylko ciebie.
Mą miłością jesteś ty.
Dlaczego nic nie mówisz?
W oczach twoich widzę błysk.
Przecież kocham tylko ciebie.
Mą miłością jesteś ty.
Wczoraj w szkole go spytała,
Czy dziewczynę inną ma.
On popatrzył tylko na nią
I powiedział słowa dwa:
„Mam dziewczynę tylko jedną.
Całe życie będę z nią,
A na imię ma Monika,
A więc przestań płakać już.""
„Mam dziewczynę tylko jedną.
Całe życie będę z nią,
A na imię ma Monika,
A więc przestań płakać już.<EOST>""",1
"To są niepotrzebne pytania
To są próby kroków we mgle
To są sprawy nie do wygrania
To są myśli bardzo złe

Naszą godziną jest za pięć dwunasta
Naszą mądrością ciągle ABC
Jesteśmy stąd czy tez może z Marsa?
Niech ktoś odpowie jeśli serio to wie

Pytamy siebie każdy w obcej mowie
Obcych religii, wrogich szkół i ras
Jeśli jest gdzieś chociaż jeden człowiek
Ile go jeszcze pozostało w nas?

Topnieją lody eksplodują miasta
Czerwonym światłem gwiazdy świecą złe
Jesteśmy stąd czy też może już z Marsa?
Czy może klimat tylko zmienia się?

Czy ktoś naprawdę wie?
Czy ktoś naprawdę wie?

To są niepotrzebne pytania
To są próby kroków we mgle
To są sprawy nie do wygrania
To są myśli bardzo złe

Czy ktoś naprawdę wie?
Ludzie z Marsa..<EOST>.",0
"Gdy Twoje zgrabne ciało
Wiruje w rytmie disco
Mnie ciągle się zdawało
Ze jesteś moją misską

Lecz DJ numer zmienił
I usłyszałem disco hit
Mą głowę znów opętał
Cudowny eurobeat

To jest przecież taniec mój
Taniec moich snów (4 x)

Gdy razem wracaliśmy
Trzymałem mocno rękę Twą
Za oknem znowu leciał
Cudowny demo song

Puściłem Ciebie wolno
Kierując tam swój nowy krok
Patrzyłaś, jak tańczyłem
Genialny nasz demo song

Patrzę na Ciebie
Widzę, jak rozpalasz się
Podejdź, zatańcz ze mną
Sama przekonasz się
Że bardzo tego chcesz

To jest przecież taniec mój
Taniec moich snów (4 x<EOST>)",1
"Już zapomniałem Twoją twarz, 
Rozwiała się jak dym, 
I wszystkie noce, wspólne dni, 
Odeszły, nie ma ich. 
A może lepiej będzie tak, 
Że będę teraz sam, 
Bo miarą Twego szczęścia jest, 
Samotnie iść przez świat. 
<EOST>
<RBEG>Ref.: 
Za kilka łez, przelanych już, 
Zbudujesz swój ukryty cud. 
Ty nigdy nie zakochasz się, 
Rozumiem to i powiem, że: 
„Ja chcę być sam, 
Ja chcę być sam.” <REND>
<EOST>
Kochałem, Ty kochałaś mnie, 
Lecz nie wiedziałem, że, 
Miarą Twego szczęścia jest, 
Być wolną zawsze chcesz. 
I teraz, chociaż tchu mi brak, 
I serce boli mnie, 
Pozwolę Tobie odejść w świat, 
Bo przecież tego chcesz. 
<EOST>
<RBEG>Ref.: 
Za kilka łez, przelanych już, 
Zbudujesz swój ukryty cud. 
Ty nigdy nie zakochasz się, 
Rozumiem to i powiem, że: 
„Ja chcę być sam, 
Ja chcę być sam.” <REND>
<EOST>
Pamiętać będę tamten czas, 
Choć Ciebie może nie. 
Ze łazami w oczach wspomnę, 
Jak kochałaś wtedy mnie. 
I wiem, że było dobrze nam, 
Przecież los tak chciał. 
Ty realizowałaś swój, swój misterny plan. 
<EOST>
<RBEG>Ref.: 
Za kilka łez, przelanych już, 
Zbudujesz swój ukryty cud. 
Ty nigdy nie zakochasz się, 
Rozumiem to i powiem, że: 
„Ja chcę być sam, 
Ja chcę być sam<REND>.<EOST>”",1
"You are a hero, you are a god, 
The crowd is always with you, 
Waiting for your nod. 
The morning papers always 
Have something you to say, 
The stakes are very high 
In the game you want to play. 

You touch the button 
With your trembling hand; 
The castles you are building 
Are made of sand. 

You walk on water, 
You play with fire; 
You'll lose the game you're playing, 
Unless the stakes go higher. 
You know exactly when 
Things could go too far, 
But no one seems to wonder 
Who you really are. 

You touch the button 
With your trembling hand; 
The castles you are building 
Are made of sand. 

They're made of sand/ 2x 

Records that you play 
Go on without you; 
Things are moving fast, 
What can you do ? 
Give the wheel another spin 
In your tower 
Make it look like things are still 
In your power. 

You touch the button... 

They're made of sand./2x 

You touch the button... /2x 

Are made of sand. 
They're made of sand./x<EOST>3",0
"Upływa szybko życie
Jak potok płynie czas
Za rok, za dzień, za chwilę
Razem nie będzie nas
Za rok, za dzień, za chwilę
Razem nie będzie nas
<EOST>
I nasze młode lata
Popłyną szybko w dal
A w sercu pozostanie
Tęsknota, smutek, żal
A w sercu pozostanie
Tęsknota, smutek, żal
<EOST>
Więc póki młode lata
Póki wiosenne dni
Niechże przynajmniej teraz
Nie płyną gorzkie łzy
Niechże przynajmniej teraz
Nie płyną gorzkie łzy
<EOST>
A jeśli losów koło
Złączy zerwana nic
Będziemy znów pospołu
Śpiewać, marzyć i śnić
Będziemy znów pospołu
Śpiewać, marzyć i śnić
<EOST>
Więc kiedy dziś stajemy
Już u rozstania dróg
Idącym w świat z otuchą
Niech błogosławi Bóg
Idącym w świat z otuchą
Niech błogosławi Bó<EOST>g",1
"<RBEG>REF.
Kochaj mnie, 
kochaj jeszcze więcej,
miłość ta rozgrzewa moje serce,
w moim śnie patrzę w Twoje oczy,
jesteś tu przy mnie każdej nocy.<REND>
<EOST>
1. Słońca żar znów rozpala nas,
pocałunki, którymi kusisz mnie co dnia,
Twoje oczy ciągle uciekają gdzieś,
czy chcesz powiedzieć że...
<EOST>
2. Ciągle patrzę, bo piękne oczy masz,
chcę byś była przy mnie cały czas,
gdy jesteś tu, to dobrze wiem,
Ciebie tylko chcę..<EOST>.",1
"Powiedz, że to grosz.
Coś, co można łatwo mieć
Taki schemat na tę noc
I nic w tym nie ma
<EOST>
Dla ciebie może nic
A dla mnie
Nagroda nagła - biały taniec
By zdążyć zanim zdąży serce
Poprosić tylko o najwięcej
<EOST>
Zostań
To jasne, to prawda tak prosta
Pytanie, wołanie i rozkaz
Byś była dopóki da czas
<EOST>
Słońce w twoje sny
Niech ci żale zmienia w śmiech
Zanim znowu przyjdzie świt
Nie ma nic do stracenia
<EOST>
Dla ciebie może nic
A dla mnie
Nagroda nagła - biały taniec
Bym zdążył zanim zdąży serce
Postawić wszystko na najwięcej
<EOST>
Zostań
To jasne, to prawda tak prosta
Pytanie, wołanie i rozkaz
Byś była dopóki da cza<EOST>s",0
"[Zwrotka 1: Taco Hemingway]
Szczerze mówiąc, mam już dosyć siebie sam
Chyba chciałbym być kimś więcej
Pisać powieść lub testament, wszystko byle nie te pierdolone wiersze (wiesz? Wiem)
Z jednej suki widzę głowy trzech psów, jakby mnie tu śledził cerber
Barmanowi dam napiwek niebotyczny, bo już tydzień robi mi za terapeutę
Nie mogę spać, więc piszę
Druga rocznica, biorę hotel znowu na Champs-Élysées
Nie modlę się o dobro świata, bo na to szans nie widzę
W głowie te straszne wizje, kiedyś robił je kwaśny diesel
Wokół sklеpy, Balenciaga, pośród nędzy palą bata
Ludzie biedni marzną, pada, Louis, Fеndi, Lanvin, Prada

[<RBEG>Refren: Taco Hemingway]
Tylko tyle chcesz słyszeć, a na paryskie getto pada deszcz
Ale nie chcesz o nim myśleć, z nieba pada, pada, pada, pada cash
Tylko tyle chcesz słyszeć, a na paryskie getto pada śnieg
Ale nie chcesz o nim myśleć, kiedyś rapy to wzruszały mnie do łez

[Bridge: Taco Hemingway]
Co się stało z nimi?
Co się stało ze mną?
Jestem stary, baby (yea)

[Zwrotka 2: Taco Hemingway]
Siedzimy w smogu, pijemy wódkę
Mam w sercu ziomów i rodzinę i gotówkę
Mam w płaszczu pięć koła w kopercie i połówkę
Kiedy odwiedzam cmentarz albo porodówkę
Na nowe buty albo chociaż nową butlę
Polacy poród oraz śmierć obchodzą hucznie
Boję się śmierci, znów ją widzę nocą w lustrze
A mama mówi nie rapuj o tym, bo to smutne
O (co jest Fifi?), znowu bluźnię
Ziomuś pyta: ""co u Ciebie?"", ziomuś, różnie
Komuś bije dzwon dziś, komuś później
Chcę tylko zaznać błogostanu zanim usnę
Pokazują palcem, w sumie on ma farta
I mają rację, wylosowała mi się złota karta
Jakby nie patrzeć kapitalizm to jest prosta bajka
Wi-wi-wilk syty, ale owca martwa

[<RBEG>Refren: Taco Hemingway]
Tylko tyle chcesz słyszeć, a na paryskie getto pada deszcz
Ale nie chcesz o nim myśleć, z nieba pada, pada, pada, pada cash
Tylko tyle chcesz słyszeć, a na paryskie getto pada śnieg
Ale nie chcesz o nim myśleć, kiedyś rapy to wzruszały mnie do łez

[Zwrotka 3: Borucci]
Kiedyś rapy to wzruszały mnie do łez
Chciałem siebie zabić, w radiu leciał Kanye West
Znowu padał deszcz
Już się pożegnałem z mamą via SMS (SMS)
Chyba już nie umiem płakać
Nic nie czuję na tych antydepresantach
Nie pomaga ćpanie, nie pomaga Vitkac
Czuję, że nie mam serca, mówisz, że to widać
Ik kan niet meer huilen
Jij wilt met me ruilen
Alleen dure truien
Drip als regenbuien
M'n gevoelens zijn op
Maar m'n money nooit op
Heb die smoke net als Pop
En die champagne gaat pop

[<RBEG>Refren: Taco Hemingway & Borucci]
Tylko tyle chcesz słyszeć, a na paryskie getto pada deszcz
Ale nie chcesz o nim myśleć, z nieba pada, pada, pada, pada cash
Tylko tyle chcesz słyszeć, a na paryskie getto pada śnieg
Ale nie chcesz o nim myśleć, kiedyś rapy to wzruszały mnie do łez

[Outro: Borucci]
Do łez, do łez, do łez, do ł<REND><REND><REND>e<EOST>z",0
"Na złość, na złość, na złość,
na złość znów otrzepię się z kurzu i ruszę do przodu

na złość, na złość, na złość
wzlecę w górę wysoko jak feniks z popiołów
Choć ciągle kłamałeś to ja wierzyć chcę
choć serce złamałeś 
wciąż miłość w nim jest
jeśli ciebie kochałam
pokocham znów kogoś
nawet jeżeli rundę przegrałam to
mogę walkę wygrać z tobą

na złość, na złość, na złość
tobie z upadku podniosę się znowu
na złość, na złość, na złość, 
znów otrzepię się z kurzu i ruszę do przodu
na złość, na złość, na złość
wzlecę w górę wysoko jak feniks z popiołów

Choć tak się starałeś to obcy mi gniew
choć o zemście myślałeś
ja mścić nie chcę się nie, nie
znowu z prochu powstałam by zacząć na nowo
nawet jeżeli bitwę przegrałam to
mogę wojnę wygrać z tobą

na złość, na złość, na złość
tobie z upadku podniosę się znowu

na złość, na złość, na złość
znów otrzepię się z kurzu i ruszę do przodu
na złość, na złość, na złość
wzlecę w górę wysoko jak feniks z popiołów
a stamtąd już z uśmiechem pomacham ci...(hihihi)<EOST>
",0
"Nie umiem już dzielić się
bo za dużo chcesz
życie za krótkie jest
by dalej grać w tę grę

Tyle mam ile mam
i więcej nie chcę mieć
tyle mam ile mam
więcej nie weźmiesz już nie 

Wolność jest moją drogą
więc z mojej drogi zejdź

Bijemy się myśl za myśl 
cios za cios 
za dużo wiem
i nie ustąpię na krok

Tyle mam ile mam
i więcej nie chcę mieć
tyle mam ile mam
więcej nie weźmiesz już nie

Wolność jest moją drogą
więc z mojej drogi zejdź

Tyle mam ile mam
i więcej nie chcę mieć
tyle mam ile mam
więcej nie weźmiesz już nie

Wolność jest moja drogą
więc z mojej drogi zejdź
wolność jest moją drogą<EOST>.",0
